0 c 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 33 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 9 1
1 c 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 20 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 0 23 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 2
2 c 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 8 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 24 0 0 0 25 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 6 0 0 0 3 0
3 c 32 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 4
4 c 10 2 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 26 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 28
5 c 20 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 4 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 27 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
6 c 1 17 0 0 0 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 2 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10
7 c 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 15 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 3 0 0 0 0 0
8 c 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 12 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 38 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 12 0 0 0 4 0
9 c 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 12 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 6 0 0 0 20 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 0 8 2
10 c 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 12 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 8 0 0 0 19 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 0 0 0 7 2
11 c 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 12 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 12 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 1
12 c 0 1 0 0 0 13 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 8 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7
13 c 34 4 0 0 0 5 0 0 0 0 0 0 0 0 0 0 6 0 0 0 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 5 0 0 0 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 2 5
14 c 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 4 0 0 0 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 0 0 0 4 2
